EXP_id	Herb/ingredient_id	Herb/ingredient_name	Herb/ingredient	GSE_id	Organism	Strain	Tissue	Cell_Type	Cell_line	Experiment_type	Sequence_type	Experiment_subject	Experiment_subject_detail	Experiment_special_pretreatment	Control_condition	Control_samples	Treatment_condition	Treatment_samples	Drug_delivery	Plat_info
HBEXP000880	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	C57BL/6	Lung			Expression profiling by array	Total RNA	C57BL/6 mice:CYP2F2(-/-) knock-out (KO)	C57BL/6; Lung	/	control	GSM2597009; GSM2597010; GSM2597011; GSM2597012; GSM2597013	104 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice:CYP2F2(-/-) knock-out (KO)	GSM2597043; GSM2597044; GSM2597045; GSM2597046; GSM2597047	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000881	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	CD-1	Lung			Expression profiling by array	Total RNA	C57BL/6 mice:CD-1 mice	CD-1; Lung	/	control	GSM2597048; GSM2597049; GSM2597050; GSM2597051; GSM2597052	26 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice:CD-1 mice	GSM2597053; GSM2597054; GSM2597055; GSM2597056; GSM2597057	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000882	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	CD-1	Lung			Expression profiling by array	Total RNA	C57BL/6 mice:CD-1 mice	CD-1; Lung	/	control	GSM2597048; GSM2597049; GSM2597050; GSM2597051; GSM2597052	52 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice:CD-1 mice	GSM2597062; GSM2597063; GSM2597064	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000883	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	CD-1	Lung			Expression profiling by array	Total RNA	C57BL/6 mice:CD-1 mice	CD-1; Lung	/	control	GSM2597048; GSM2597049; GSM2597050; GSM2597051; GSM2597052	78 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice:CD-1 mice	GSM2597070; GSM2597071; GSM2597072	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000884	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	CD-1	Lung			Expression profiling by array	Total RNA	C57BL/6 mice:CD-1 mice	CD-1; Lung	/	control	GSM2597048; GSM2597049; GSM2597050; GSM2597051; GSM2597052	104 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice:CD-1 mice	GSM2597080; GSM2597081; GSM2597082; GSM2597083; GSM2597084; GSM2597085; GSM2597086; GSM2597087; GSM2597088; GSM2597089	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000885	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	C57BL/6	Lung			Expression profiling by array	Total RNA	C57BL/6 mice: wild type (WT)	C57BL/6; Lung	/	control	GSM2596936; GSM2596937; GSM2596938; GSM2596939	52 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice: wild type (WT)	GSM2596950; GSM2596951; GSM2596952; GSM2596953; GSM2596970	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000886	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	C57BL/6	Lung			Expression profiling by array	Total RNA	C57BL/6 mice: wild type (WT)	C57BL/6; Lung	/	control	GSM2596936; GSM2596937; GSM2596938; GSM2596939	78 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice: wild type (WT)	GSM2596956; GSM2596957; GSM2596958; GSM2596959; GSM2596960	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000887	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	C57BL/6	Lung			Expression profiling by array	Total RNA	C57BL/6 mice: wild type (WT)	C57BL/6; Lung	/	control	GSM2596936; GSM2596937; GSM2596938; GSM2596939	104 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice: wild type (WT)	GSM2596965; GSM2596966; GSM2596967; GSM2596968; GSM2596969	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000888	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	C57BL/6	Lung			Expression profiling by array	Total RNA	C57BL/6 mice:2B6 transgenic (TG)	C57BL/6; Lung	/	control	GSM2596971; GSM2596972; GSM2596973; GSM2596974	26 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice:2B6 transgenic (TG) 	GSM2596975; GSM2596976; GSM2596977; GSM2596978; GSM2596979	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000889	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	C57BL/6	Lung			Expression profiling by array	Total RNA	C57BL/6 mice:2B6 transgenic (TG)	C57BL/6; Lung	/	control	GSM2596971; GSM2596972; GSM2596973; GSM2596974	52 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice: 2B6 transgenic (TG)	GSM2596985; GSM2596986; GSM2596987; GSM2596988; GSM2596989	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000890	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	C57BL/6	Lung			Expression profiling by array	Total RNA	C57BL/6 mice:2B6 transgenic (TG)	C57BL/6; Lung	/	control	GSM2596971; GSM2596972; GSM2596973; GSM2596974	78 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice: 2B6 transgenic (TG))	GSM2596995; GSM2596996; GSM2596997	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000891	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	C57BL/6	Lung			Expression profiling by array	Total RNA	C57BL/6 mice:2B6 transgenic (TG)	C57BL/6; Lung	/	control	GSM2596971; GSM2596972; GSM2596973; GSM2596974	104 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice: 2B6 transgenic (TG)	GSM2597003; GSM2597004; GSM2597005; GSM2597006; GSM2597007; GSM2597008	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000892	HBIN045028	styrene	Ingredient	GSE98470	Mus musculus	C57BL/6	Lung			Expression profiling by array	Total RNA	C57BL/6 mice:CYP2F2(-/-) knock-out (KO)	C57BL/6; Lung	/	control	GSM2597009; GSM2597010; GSM2597011; GSM2597012; GSM2597013	26 weeks styrene inhalation exposure at a single concentration (120ppm) in strain of C57BL/6 mice:CYP2F2(-/-) knock-out (KO)	GSM2597014; GSM2597015; GSM2597016; GSM2597017	treated	GPL11180:[HT_MG-430_PM] Affymetrix HT MG-430 PM Array Plate
HBEXP000893	HBIN045506	Tanshinone IIA	Ingredient	GSE85871	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	vehicle control (DMSO)	GSM2286248; GSM2286249; GSM2286316; GSM2286317; GSM2286398; GSM2286399	10uM Tanshinone IIA for 12h	GSM2286216; GSM2286217	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.14 Array
HBEXP000894	HBIN045582	taurine	Ingredient	GSE12730	Mus musculus	C57BL/6	Liver			Expression profiling by array	Total RNA	mouse	C57BL/6; Liver	/	Normal Protein (20% casein; NP)	GSM319126; GSM319127; GSM319128	Normal Protein + taurine (1% taurine supplementation in water ad libitum; NP+tau) liver 	GSM319129; GSM319130; GSM319131	feed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000895	HBIN045582	taurine	Ingredient	GSE12730	Mus musculus	C57BL/6	Liver			Expression profiling by array	Total RNA	mouse	C57BL/6; Liver	/	Normal Protein (20% casein; NP)	GSM319126; GSM319127; GSM319128	Normal Protein + taurine (1% taurine supplementation in water ad libitum; NP+tau)  hindleg skeletal muscle	GSM319337; GSM319338; GSM319339	feed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000896	HBIN045582	taurine	Ingredient	GSE20577	Mus musculus	C57BL/6	Liver			Expression profiling by array	Total RNA	mouse	C57BL/6; Liver	pregnant	Normal Protein (20% casein; NP)	GSM517045; GSM517046; GSM517047	taurine (1% taurine supplementation in water ad libitum) liver	GSM517048; GSM517049; GSM517050	feed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000897	HBIN045582	taurine	Ingredient	GSE20577	Mus musculus	C57BL/6	Liver			Expression profiling by array	Total RNA	mouse	C57BL/6; Liver	pregnant	Normal Protein (20% casein; NP)	GSM517045; GSM517046; GSM517047	taurine (1% taurine supplementation in water ad libitum) skeletal muscle	GSM517054; GSM517055; GSM517056	feed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000898	HBIN045582	taurine	Ingredient	GSE57373	Mus musculus	C57BL/6	Skeletal muscle			Expression profiling by array	Total RNA	mouse	C57BL/6; Skeletal muscle	/	control	GSM1381324; GSM1381325; GSM1381326	young Taurine transporter (SLC6A6)	GSM1381327; GSM1381328; GSM1381329	treated	GPL10787:Agilent-028005 SurePrint G3 Mouse GE 8x60K Microarray (Probe Name version)
HBEXP000899	HBIN045582	taurine	Ingredient	GSE57373	Mus musculus	C57BL/6	Skeletal muscle			Expression profiling by array	Total RNA	mouse	C57BL/6; Skeletal muscle	/	control	GSM1381324; GSM1381325; GSM1381326	old Taurine transporter (SLC6A6)	GSM1381333; GSM1381334; GSM1381335	treated	GPL10787:Agilent-028005 SurePrint G3 Mouse GE 8x60K Microarray (Probe Name version)
HBEXP000900	HBIN045582	taurine	Ingredient	GSE77648	Mus musculus	C57BL/6N	Cerebral neocortex	NPC		Expression profiling by array	Total RNA	 Timed-pregnant C57BL/6N mice	C57BL/6N; Cerebral neocortex; NPC; 	/	saline (control)	GSM2055634; GSM2055635; GSM2055636	two intraperitoneal (i.p.) injections of  8 mg/mL phenobarbital in saline (80 mg/kg ) twice a day, 6h apart on E10-11	GSM2055637; GSM2055638; GSM2055639	injection	GPL10787:Agilent-028005 SurePrint G3 Mouse GE 8x60K Microarray (Probe Name version)
HBEXP000901	HBIN045592	tauroursodeoxycholic acid	Ingredient	GSE108096	Mus musculus	C57BL/6	Liver			Expression profiling by high throughput sequencing	mRNA	mouse	C57BL/6; Liver	/	control	GSM2889472; GSM2889473; GSM2889474; GSM2889475	4 Lis1 knockout livers (KO) for 2 months	GSM2889476; GSM2889477; GSM2889478; GSM2889479	treated	GPL17021:Illumina HiSeq 2500 (Mus musculus)
HBEXP000902	HBIN045592	tauroursodeoxycholic acid	Ingredient	GSE123733	Mus musculus	C57BL/6NCr	Liver			Expression profiling by array	Total RNA	mouse	C57BL/6NCr; Liver	/	vehicle	GSM3510391; GSM3510392; GSM3510393; GSM3510394	treated with TUDCA 	GSM3510395; GSM3510396; GSM3510397; GSM3510398	feed	GPL17400:[MoGene-2_1-st] Affymetrix Mouse Gene 2.1 ST Array [transcript (gene) version]
HBEXP000903	HBIN045705	taxol	Ingredient	GSE58840	Homo sapiens			Ovarian cancer	SKOV3	Expression profiling by array	Total RNA	human cellline	Ovarian cancer; SKOV3	/	control	GSM1420639	established by stepwise increasing Taxol concentration	GSM1420640; GSM1420641	treated	GPL16951:Phalanx Human OneArray Ver. 6 Release 1
HBEXP000904	HBIN045705	taxol	Ingredient	GSE58877	Homo sapiens			Ovarian cancer	SKOV3	Expression profiling by array	Total RNA	human cellline	Ovarian cancer; SKOV3	/	control	GSM1421258; GSM1421259	stepwise increasing Taxol concentration SKOV3/Tx50	GSM1421260; GSM1421261	treated	GPL15493:Phalanx Human OneArray Ver. 5 Release 4
HBEXP000905	HBIN045705	taxol	Ingredient	GSE58877	Homo sapiens			Ovarian cancer	SKOV3	Expression profiling by array	Total RNA	human cellline	Ovarian cancer; SKOV3	/	control	GSM1421258; GSM1421259	stepwise increasing Taxol concentration  SKOV3/Tx600	GSM1421262; GSM1421263	treated	GPL15493:Phalanx Human OneArray Ver. 5 Release 4
HBEXP000906	HBIN045705	taxol	Ingredient	GSE60335	Homo sapiens			Ovarian cancer	SKOV3	Expression profiling by array	Total RNA	human cellline	Ovarian cancer; SKOV3	/	control	GSM1471913; GSM1471914	taxol-resistant cell lines SKOV3/Tx50	GSM1471915; GSM1471916	treated	GPL13287:Phalanx Human OneArray [Annotation HOA5 release 1.0]
HBEXP000907	HBIN045705	taxol	Ingredient	GSE60335	Homo sapiens			Ovarian cancer	SKOV3	Expression profiling by array	Total RNA	human cellline	Ovarian cancer; SKOV3	/	control	GSM1471913; GSM1471914	taxol-resistant cell lines SKOV3/Tx600 	GSM1471917; GSM1471918	treated	GPL13287:Phalanx Human OneArray [Annotation HOA5 release 1.0]
HBEXP000908	HBIN045847	Telocinobufagin	Ingredient	GSE85871	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	vehicle control (DMSO)	GSM2286248; GSM2286249; GSM2286316; GSM2286317; GSM2286398; GSM2286399	1uM Telocinobufagin for 12h	GSM2286310; GSM2286311	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.60 Array
HBEXP000909	HBIN046010	testosterone	Ingredient	GSE124704	Homo sapiens		Prostate cancer			Expression profiling by high throughput sequencing	mRNA	human cellline	Prostate cancer	/	control	GSM3543626; GSM3543627; GSM3543628; GSM3543629	treated with castration-resistant PC (CRPC) patient-derived xenograft (PDX) lines(tumor type:LuCaP 35CR-ENZR tumor) EOS(end of study)	GSM3543630; GSM3543631; GSM3543632; GSM3543633	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000910	HBIN046010	testosterone	Ingredient	GSE124704	Homo sapiens		Prostate cancer			Expression profiling by high throughput sequencing	mRNA	human cellline	Prostate cancer	/	control	GSM3543634; GSM3543635; GSM3543636; GSM3543637	treated with castration-resistant PC (CRPC) patient-derived xenograft (PDX) lines(tumor type:LuCaP 35CR-ENZR tumor) D5(day 5)	GSM3543638; GSM3543639; GSM3543640; GSM3543641; GSM3543642; GSM3543643	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000911	HBIN046010	testosterone	Ingredient	GSE124704	Homo sapiens		Prostate cancer			Expression profiling by high throughput sequencing	mRNA	human cellline	Prostate cancer	/	control	GSM3543644; GSM3543645; GSM3543646; GSM3543647	Testosterone on castration-resistant PC (CRPC) patient-derived xenograft (PDX) lines(tumor type:LuCaP 35CR-ENZR tumor) D5(day 5)	GSM3543648; GSM3543649; GSM3543650; GSM3543651	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000912	HBIN046010	testosterone	Ingredient	GSE124704	Homo sapiens		Prostate cancer			Expression profiling by high throughput sequencing	mRNA	human cellline	Prostate cancer	/	control	GSM3543652; GSM3543653; GSM3543654; GSM3543655	Testosterone on castration-resistant PC (CRPC) patient-derived xenograft (PDX) lines(tumor type:LuCaP 35CR-ENZR tumor) D5(day 5)	GSM3543656; GSM3543657; GSM3543658; GSM3543659	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000913	HBIN046010	testosterone	Ingredient	GSE124704	Homo sapiens		Prostate cancer			Expression profiling by high throughput sequencing	mRNA	human cellline	Prostate cancer	/	control	GSM3543660; GSM3543661; GSM3543662; GSM3543663	Testosterone on castration-resistant PC (CRPC) patient-derived xenograft (PDX) lines(tumor type:LuCaP 35CR-ENZR tumor) EOS(end of study)	GSM3543664; GSM3543665; GSM3543666; GSM3543667; GSM3543668; GSM3543669	treated	GPL16791:Illumina HiSeq 2500 (Homo sapiens)
HBEXP000914	HBIN046010	testosterone	Ingredient	GSE128328	Homo sapiens		Endometrium			Expression profiling by high throughput sequencing	Total RNA	human cellline	Endometrium	/	control	GSM3671466; GSM3671467; GSM3671468; GSM3671469	cultured in normal follicular phase and PCOS hormone profiles for 14 days	GSM3671470; GSM3671471; GSM3671472; GSM3671473	cultured	GPL20301:Illumina HiSeq 4000 (Homo sapiens)
HBEXP000915	HBIN046010	testosterone	Ingredient	GSE1582	Mus musculus	BALB/c	Lacrimal gland			Expression profiling by array	Total RNA	mouse	BALB/c; Lacrimal gland	/	Placebo-Treated 	GSM27185; GSM27186; GSM27187	Testosterone-Treated Submandibular	GSM27188; GSM27189; GSM27190	treated	GPL1310:Amersham CodeLink UniSet Mouse I Bioarray
HBEXP000916	HBIN046010	testosterone	Ingredient	GSE1582	Mus musculus	BALB/c	Lacrimal gland			Expression profiling by array	Total RNA	mouse	BALB/c; Lacrimal gland	/	Placebo-Treated 	GSM27185; GSM27186; GSM27187	Testosterone-Treated Lacrimal	GSM27194; GSM27195; GSM27196	treated	GPL1310:Amersham CodeLink UniSet Mouse I Bioarray
HBEXP000917	HBIN046010	testosterone	Ingredient	GSE1582	Mus musculus	BALB/c	Lacrimal gland			Expression profiling by array	Total RNA	mouse	BALB/c; Lacrimal gland	/	Placebo-Treated 	GSM27185; GSM27186; GSM27187	Testosterone-Treated Meibomian Glands	GSM27200; GSM27201; GSM27202	treated	GPL1310:Amersham CodeLink UniSet Mouse I Bioarray
HBEXP000918	HBIN046010	testosterone	Ingredient	GSE16486	Mus musculus	CD-1	Gastrocnemius muscle			Expression profiling by array	Total RNA	mouse	CD-1; Gastrocnemius muscle	/	Placebo	GSM414369; GSM414370; GSM414371	Testosterone	GSM414375; GSM414376; GSM414377	treated	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000919	HBIN046010	testosterone	Ingredient	GSE17461	Homo sapiens			Prostate cancer	LNCaP	Expression profiling by array	Total RNA	human cellline	Prostate cancer; LNCaP	/	ethanol control (no exogenous androgen)	GSM435448; GSM435449; GSM435450	treated with 5nM testosterone	GSM435451; GSM435452; GSM435453	treated	GPL8971:NimbleGen Homo sapiens HG18 60mer expr 4plex (4x72k)
HBEXP000920	HBIN046010	testosterone	Ingredient	GSE17553	Mus musculus	129BL/6	Efferent duct			Expression profiling by array	Total RNA	mouse	129BL/6; Efferent duct	Adult animals were castrated or sham-castrated, allowed to recover for 14 days	vehicle (castrated and sham-castrated as biological controls)	GSM437528; GSM437538	Efferent duct TP treated	GSM437539; GSM437540	treated	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000921	HBIN046010	testosterone	Ingredient	GSE17553	Mus musculus	129BL/6	Efferent duct			Expression profiling by array	Total RNA	mouse	129BL/6; Efferent duct	Adult animals were castrated or sham-castrated, allowed to recover for 14 days	vehicle (castrated and sham-castrated as biological controls)	GSM437528; GSM437538	Caput epididymis TP treated	GSM437533; GSM437534	treated	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000922	HBIN046010	testosterone	Ingredient	GSE3995	Mus musculus	BALB/c	Lacrimal gland			Expression profiling by array	Total RNA	mouse	BALB/c; Lacrimal gland	/	Placebo-Treated	GSM91242; GSM91243; GSM91244	Female Testosterone-Treated Lacrimal Gland Sample 	GSM91245; GSM91246; GSM91247	treated	GPL81:[MG_U74Av2] Affymetrix Murine Genome U74A Version 2 Array;GPL1310:Amersham CodeLink UniSet Mouse I Bioarray;GPL4295:CodeLink™ UniSet Mouse 20K I Bioarray;GPL8321:[Mouse430A_2] Affymetrix Mouse Genome 430A 2.0 Array
HBEXP000923	HBIN046010	testosterone	Ingredient	GSE3995	Mus musculus	BALB/c	Lacrimal gland			Expression profiling by array	Total RNA	mouse	BALB/c; Lacrimal gland	/	Placebo-Treated	GSM91242; GSM91243; GSM91244	Female Testosterone-Treated Meibomian Gland Sample	GSM91251; GSM91252; GSM91253	treated	GPL81:[MG_U74Av2] Affymetrix Murine Genome U74A Version 2 Array;GPL1310:Amersham CodeLink UniSet Mouse I Bioarray;GPL4295:CodeLink™ UniSet Mouse 20K I Bioarray;GPL8321:[Mouse430A_2] Affymetrix Mouse Genome 430A 2.0 Array
HBEXP000924	HBIN046010	testosterone	Ingredient	GSE3995	Mus musculus	BALB/c	Lacrimal gland			Expression profiling by array	Total RNA	mouse	BALB/c; Lacrimal gland	/	Placebo-Treated	GSM91242; GSM91243; GSM91244	Female Testosterone-Treated Submandibular Gland Sample 	GSM91256; GSM91257; GSM91258	treated	GPL81:[MG_U74Av2] Affymetrix Murine Genome U74A Version 2 Array;GPL1310:Amersham CodeLink UniSet Mouse I Bioarray;GPL4295:CodeLink™ UniSet Mouse 20K I Bioarray;GPL8321:[Mouse430A_2] Affymetrix Mouse Genome 430A 2.0 Array
HBEXP000925	HBIN046010	testosterone	Ingredient	GSE3995	Mus musculus	BALB/c	Submandibular Gland			Expression profiling by array	Total RNA	mouse	BALB/c; Submandibular Gland	/	Placebo-Treated	GSM91274; GSM91275; GSM91276	Female Testosterone-Treated Submandibular Gland Sample	GSM91277; GSM91278; GSM91279	treated	GPL81:[MG_U74Av2] Affymetrix Murine Genome U74A Version 2 Array;GPL1310:Amersham CodeLink UniSet Mouse I Bioarray;GPL4295:CodeLink™ UniSet Mouse 20K I Bioarray;GPL8321:[Mouse430A_2] Affymetrix Mouse Genome 430A 2.0 Array
HBEXP000926	HBIN046010	testosterone	Ingredient	GSE438	Mus musculus		Testis			Expression profiling by array	Total RNA	mouse	Testis	/	control	GSM6733	pretreated with testosterone proprionate for 2 weeks 	GSM6734; GSM6735; GSM6736	treated	GPL81:[MG_U74Av2] Affymetrix Murine Genome U74A Version 2 Array
HBEXP000927	HBIN046010	testosterone	Ingredient	GSE47181	Mus musculus		Prostate			Expression profiling by array	Total RNA	mouse	Prostate	/	vehicle control	GSM1146181; GSM1146182; GSM1146183	treated with testosterone for 3 days	GSM1146184; GSM1146185; GSM1146186	injection	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000928	HBIN046010	testosterone	Ingredient	GSE47181	Mus musculus		Kidney			Expression profiling by array	Total RNA	mouse	Kidney	/	vehicle control	GSM1146181; GSM1146182; GSM1146183	treated with testosterone for 3 days 	GSM1146188; GSM1146189; GSM1146190	injection	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000929	HBIN046010	testosterone	Ingredient	GSE47181	Mus musculus		Epididymis			Expression profiling by array	Total RNA	mouse	Epididymis	/	vehicle control	GSM1146181; GSM1146182; GSM1146183	treated with testosterone for 3 days	GSM1146196; GSM1146197; GSM1146198	injection	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000930	HBIN046010	testosterone	Ingredient	GSE47181	Mus musculus		Prostate			Expression profiling by array	Total RNA	mouse	Prostate	/	vehicle control	GSM1259291; GSM1259292; GSM1259293	treated with testosterone for 12h	GSM1259294; GSM1259295; GSM1259296	injection	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000931	HBIN046010	testosterone	Ingredient	GSE47181	Mus musculus		Kidney			Expression profiling by array	Total RNA	mouse	Kidney	/	vehicle control	GSM1259291; GSM1259292; GSM1259293	treated with testosterone for 12h	GSM1259303; GSM1259304; GSM1259305	injection	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000932	HBIN046010	testosterone	Ingredient	GSE47181	Mus musculus		Epididymis			Expression profiling by array	Total RNA	mouse	Epididymis	/	vehicle control	GSM1259291; GSM1259292; GSM1259293	treated with testosterone for 12h	GSM1259312; GSM1259313; GSM1259314	injection	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000933	HBIN046010	testosterone	Ingredient	GSE49986	Mus musculus	C57BL/6J	BNST/POA			Expression profiling by array	Total RNA	mouse	C57BL/6J; BNST/POA	/	control	GSM1211135; GSM1211136; GSM1211137; GSM1211138; GSM1211139	BNST/POA Day 4 Female+T	GSM1211140; GSM1211141; GSM1211142; GSM1211143; GSM1211144	treated	GPL6885:Illumina MouseRef-8 v2.0 expression beadchip
HBEXP000934	HBIN046010	testosterone	Ingredient	GSE49986	Mus musculus	C57BL/6J	BNST/POA			Expression profiling by array	Total RNA	mouse	C57BL/6J; BNST/POA	/	control	GSM1211135; GSM1211136; GSM1211137; GSM1211138; GSM1211139	BNST/POA Day 60 Female+T	GSM1211155; GSM1211156; GSM1211157; GSM1211158	treated	GPL6885:Illumina MouseRef-8 v2.0 expression beadchip
HBEXP000935	HBIN046010	testosterone	Ingredient	GSE49986	Mus musculus	C57BL/6J	Striatum			Expression profiling by array	Total RNA	mouse	C57BL/6J; Striatum	/	control	GSM1211164; GSM1211165; GSM1211166; GSM1211167; GSM1211168	Striatum Day 4 Female+T	GSM1211169; GSM1211170; GSM1211171; GSM1211172; GSM1211173	treated	GPL6885:Illumina MouseRef-8 v2.0 expression beadchip
HBEXP000936	HBIN046010	testosterone	Ingredient	GSE49986	Mus musculus	C57BL/6J	Striatum			Expression profiling by array	Total RNA	mouse	C57BL/6J; Striatum	/	control	GSM1211164; GSM1211165; GSM1211166; GSM1211167; GSM1211168	Striatum Day 60 Female+T	GSM1211184; GSM1211185; GSM1211186; GSM1211187	treated	GPL6885:Illumina MouseRef-8 v2.0 expression beadchip
HBEXP000937	HBIN046010	testosterone	Ingredient	GSE5106	Homo sapiens		Skeletal muscle			Expression profiling by array	Total RNA	human cellline	Skeletal muscle	Hiv-Infected Men Experiencing Weight Loss	Placebo	GSM113921; GSM115323; GSM115325; GSM115326; GSM115327; GSM115328; GSM115329; GSM115330; GSM115331; 	300mg testosterone enanthate weekly for 16 weeks	GSM115332; GSM115333; GSM115334; GSM115335; GSM115336; GSM115337; GSM115338; GSM115339; GSM115340; GSM115341; 	injection	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
HBEXP000938	HBIN046010	testosterone	Ingredient	GSE5877	Mus musculus	MRL/lpr	Lacrimal gland			Expression profiling by array	Total RNA	mouse	MRL/lpr; Lacrimal gland	/	Placebo	GSM136834; GSM136835; GSM136836	MRL/lpr	GSM136837; GSM136838; GSM136839	treated	GPL2894:GE Healthcare/Amersham Biosciences CodeLink™ UniSet Mouse 20K I Bioarray;GPL8321:[Mouse430A_2] Affymetrix Mouse Genome 430A 2.0 Array
HBEXP000939	HBIN046010	testosterone	Ingredient	GSE5877	Mus musculus	MRL/lpr	Lacrimal gland			Expression profiling by array	Total RNA	mouse	MRL/lpr; Lacrimal gland	/	Placebo	GSM136834; GSM136835; GSM136836	Non-Obese Diabetic (NOD)	GSM136843; GSM136844; GSM136845	treated	GPL2894:GE Healthcare/Amersham Biosciences CodeLink™ UniSet Mouse 20K I Bioarray;GPL8321:[Mouse430A_2] Affymetrix Mouse Genome 430A 2.0 Array
HBEXP000940	HBIN046010	testosterone	Ingredient	GSE59375	Mus musculus	C57BL/6	Brain			Expression profiling by array	Total RNA	mouse	C57BL/6; Brain	/	vehicle control	GSM1436034; GSM1436038	treated with intraperitoneal injection of testosterone propionate female mice brain	GSM1436033; GSM1436037	injection	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000941	HBIN046010	testosterone	Ingredient	GSE8466	Homo sapiens		Prostate	Epithelial cell		Expression profiling by array	Total RNA	human cellline	Prostate; Epithelial cell	/	Placebo	GSM174558; GSM174559; GSM174560; GSM174561	epithelial cells from a randomly selected subset of patients in the neoadjuvant ADT trial (at 0, 3-6, and 6-9 months of treatment; n=3 in each group)	GSM174566; GSM174567; GSM174568; GSM174569	treated	GPL4766:FHCRC Human Prostate PEDB cDNA Array v8
